V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,Fraud,Normal
0.8409064543950959,0.5685468863236934,0.6249596136705122,0.5236202044971139,0.5557598041426147,0.35156457637154415,0.7843018606048102,0.6976387198991002,0.5539957005811711,0.53485248222488,0.6584423676544997,0.4063027664443219,0.8569704694419291,0.41474648820730564,0.40844749162167837,0.3934727669261555,0.46133814697880204,0.46856868612305613,0.5795778666683402,0.41341057811027637,0.48140573912883267,0.5906014384530754,0.756151956307049,0.2940523103185128,0.5985966300739521,0.236009630255253,0.6355530514952767,1,0
0.8203968013324933,0.5896855240689207,0.7937738796109644,0.6625550808012054,0.5999281962444695,0.6863311490776708,0.6817906420458391,0.4739603675778976,0.536102099611427,0.594892976980021,0.3547033288267729,0.5838349494407076,0.8038889590926228,0.5976735271667186,0.6223707109146467,0.6968536948961929,0.6835946215063372,0.6935356737523873,0.42989792076019817,0.6108641187509792,0.34216924062591225,0.6607916491230335,0.7937774574871588,0.2620118583389325,0.5953596317541512,0.43014332409175937,0.5895049832061608,1,0
0.46672064536758384,0.7131915463941794,0.33274652400950067,0.7474198280760571,0.2791322835024811,0.3517293313124409,0.4347724144276616,0.6113925157038731,0.3783067847824742,0.23411503881744422,0.5835689578303216,0.23767420921377724,0.43688450497908493,0.4368343796852024,0.3540247128032086,0.22301863195126492,0.24737536028650842,0.18207832257420475,0.5835528297679032,0.4965177584557263,0.38646672346455146,0.6175697845120403,0.8231322295965972,0.425001019541548,0.48187086197821766,0.08200709478380835,0.37448037768381703,1,0
0.939400515308328,0.4914214171391776,0.8375894864981616,0.3743730379932022,0.628556828610501,0.36319620770202854,0.81281538834459,0.6781680521249569,0.6102529171224614,0.6628025077785363,0.3733225944016144,0.7144586903287473,0.4860411729975299,0.5779455971850391,0.801636606430008,0.6221255274159304,0.6506435203553489,0.5222278292073498,0.38978657512703097,0.42440851098721233,0.4640025600777416,0.5075591086713654,0.7550117784062572,0.4389831701233776,0.7642562141261404,0.4309601951049421,0.6313032936951767,1,0
0.896308240013881,0.5634436868968791,0.7273147809422849,0.5772238460958153,0.7104165444575048,0.3270435165572286,0.8231524929016268,0.682557174007701,0.47626343999108156,0.5754148202650137,0.42246709077110517,0.4994229564075949,0.23740584575178436,0.2712788875627984,0.6132335280422635,0.720375750820908,0.6870725090775321,0.7192909427258637,0.2109449272265549,0.43622205950716725,0.46390705378633856,0.4604101272122538,0.7415324911515009,0.3188099451171995,0.7218515372487869,0.343156672223047,0.6561853347846598,1,0
0.8100957614822804,0.6309471265156162,0.5706317794570763,0.7822768467637677,0.603597921934003,0.26559606760477783,0.6937290518784346,0.7210013045429153,0.362949619164483,0.3582375621377022,0.9728219373035194,0.04899690635811138,0.45258990830295925,0.015749104227873123,0.4602143243492809,0.23238706794472874,0.3114455090592265,0.31429884958694687,0.35690968953563484,0.48179826714017326,0.4910894309897834,0.5042209294219462,0.7363282361151208,0.14793058951074622,0.8541202130929446,0.478676868234832,0.7398646933483095,1,0
0.4604376391945428,0.6401595664690163,0.3502217776308981,0.9410766236271706,0.45817443129483765,0.33270211280619366,0.5610352855950729,0.6604762718769083,0.3172187076232325,0.32763591201323844,0.8814575408109604,0.17222972161009176,0.5669165197560021,0.18260798206376527,0.5942761111283571,0.3286502197977119,0.39370981656740595,0.34780953343756016,0.4810787243552266,0.4672790863136317,0.40705079748356854,0.557395279829247,0.7427524986504039,0.1845394229338652,0.8264706742524046,0.5302045379823106,0.7707224446601189,1,0
0.7668587129479207,0.5580935479976439,0.6545550658282238,0.7659394477105779,0.4935908803811898,0.26107383664586836,0.6378957375081518,0.728047827461887,0.3682994773184163,0.4134999774502822,0.7042212951948552,0.20433253825106446,0.5965863541339509,0.15134428666986088,0.7857573920720899,0.09856812964437867,0.08216201313181781,0.11377968230052482,0.7490767940933233,0.46934169472091575,0.5025769408077311,0.5652508625419093,0.7321714854392546,0.45005738739642637,0.5821344949460238,0.41031984451852777,0.7692782412205866,1,0
0.8725138709347914,0.41518010649202386,0.8039423656161404,0.2773021465725366,0.6680530155526786,0.4626816407676798,0.9274062572869176,0.6501598768720621,0.6856930337690987,0.7703629536281994,0.07671057484738891,0.8449317114359601,0.4661573757923195,0.8001001972262786,0.6774704001253845,0.7496577525644627,0.7764906686553392,0.7121666425667837,0.534911198940839,0.3228114216054774,0.4561613054899614,0.6188009200856169,0.7503688588822957,0.2550288047389666,0.5473026325217053,0.2497812676044791,0.6455368366702073,1,0
0.8998327683934608,0.5412417369139196,0.7150894031748505,0.5541090945084723,0.5985294364982111,0.3194552575332362,0.7415788948518968,0.6942189279018731,0.4618009974006583,0.5183948684777787,0.6707539141739602,0.4302049556663328,0.45921313913593814,0.24985922432254792,0.6243282284240015,0.4401004410440593,0.3895785185033533,0.42543380455394214,0.5263121981517809,0.4682446547072492,0.47727885380860396,0.48497644618988456,0.7437408134137431,0.286113330753591,0.8138138027709602,0.6152287130098575,0.6988438427427005,1,0
0.6052660397066298,0.6347223233161605,0.3892506374262795,0.7572328393413978,0.3595999330026784,0.1471946230114578,0.5988710828072368,0.7834021077337714,0.4447234575077734,0.3038098833857943,0.7528740392977709,0.10330253977104409,0.5658289927295489,0.20035450427472368,0.7234951338915693,0.13867260129210102,0.29218010475751144,0.28185180645614005,0.8411602663097923,0.3643685826413574,0.5102546974969132,0.5555463235448179,0.7116018519395471,0.4387329619839974,0.7393533401166701,0.45850538786082795,0.4730337612072382,1,0
0.8716990788902808,0.5407422544413938,0.7724171286687811,0.4220725966106448,0.6020104134166167,0.3162935680468195,0.7696729886299687,0.7001623919101672,0.6079169634696149,0.5529525319665314,0.6117424097822579,0.4663027080040057,0.5621573170519369,0.47365563799737836,0.5813697751851902,0.5940169210574872,0.591484714516483,0.6212250004668002,0.4541641536221637,0.42708319521140475,0.46930645091423046,0.4852903731703599,0.7558272031393992,0.37015238069167494,0.692451831194032,0.4055073616448426,0.621460894865224,1,0
0.8941432598409227,0.5466690865521653,0.7118685898514354,0.4972764801073698,0.6529986748824297,0.3396682656705693,0.8012288720607892,0.6908189232475663,0.5315137829968916,0.6215988052565918,0.328488659318535,0.5774049366943015,0.32682736895282016,0.49845397051798757,0.7762094833948985,0.5040500637256793,0.6314580737151805,0.6132439581091782,0.7351656655312305,0.43197353239774244,0.47965942335649636,0.5933776964082184,0.754198355658908,0.40781042426598024,0.5160560750851988,0.30983930334170023,0.6457948587385032,1,0
0.8412349971169922,0.5137100809967218,0.7844506080250342,0.4952047281497114,0.5615059520319747,0.39791629721164146,0.7654907393756726,0.6922178401267609,0.5638014639387636,0.5996199126494082,0.3892593362309738,0.5381403895705894,0.5115428387215512,0.47054486392358724,0.6079093856362361,0.3720362902721447,0.4055887402981991,0.3464180302195992,0.6965993396601545,0.4222146251411758,0.4769424830466174,0.542805737039314,0.7721950333642135,0.40744140828847175,0.6115619096614788,0.24067716956607949,0.6374186931715256,1,0
0.8946125865512697,0.47581797113220436,0.8689894612432552,0.3059777788823461,0.5956299482456682,0.48835204888266454,0.8213667984367024,0.6797918101961629,0.6346369894712749,0.6798986262291884,0.370916112439502,0.7592860755981825,0.660578997560785,0.6102491697945542,0.5679929819507749,0.6414674028629466,0.5803189438080194,0.5833844826384934,0.53481246956868,0.4167991837976715,0.468779794699317,0.5640194057660037,0.763248956654765,0.3719850155331775,0.6470424429448326,0.5036252155484775,0.6215123650613855,1,0
